model, nodes, edges, abstract_nodes, abstract_edges, flip_edges, bisimulation_time, rectify_time_concrete_naive, rectify_time_concrete, rectify_time_abstract, number_of_rules, immutable_rules, core_concrete, abstract_concrete, abstract_core_final
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.04154069000014715, 0.3198882050000975, 0.27806455600057234, 0.49249167400012084, 47, 21, 2, 14, 13
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.04154069000014715, 0.4802155329998641, 0.44824436999988393, 0.5532794569999169, 47, 34, 13, 18, 17
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.06559118099994521, 0.21146928899997874, 0.17208717799985607, 0.06166199000017514, 29, 1, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.06559118099994521, 0.194923775999996, 0.17283119400053693, 0.06240724599956593, 29, 2, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.06559118099994521, 0.5014673329997095, 0.4466001979999419, 0.06565169399982551, 29, 4, 2, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.06559118099994521, 0.32605007300026045, 0.28848031500001525, 0.06705858700024692, 29, 5, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.06559118099994521, 0.33246652400066523, 0.2865353099996355, 0.06804855000063981, 29, 6, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06789286999992328, 0.19556578399988211, 0.15654306000033102, 0.041753948999939894, 32, 1, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06789286999992328, 0.19521221899958618, 0.15944881199993688, 0.034936366999318125, 32, 2, 1, 1, 1
aag_out_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06503207700006897, 0.20599773400044796, 0.15934259000005113, 0.040706097000111185, 32, 1, 1, 1, 1
aag_out_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06503207700006897, 0.19381212400003278, 0.1647718320000422, 0.03522631200030446, 32, 2, 1, 1, 1
aag_test.pickle, 8021, 19417, 203, 346, 0, 0.2556417499999952, 1.3908404849998988, 0.6658327850000205, 0.020493818999966606, 25, 1, 1, 1, 1
aag_test.pickle, 8021, 19417, 203, 346, 0, 0.2556417499999952, 1.1911843159996351, 0.4946126209997601, 0.013926008000453294, 25, 2, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13116526900012104, 0.44127589500021713, 0.3008175710001524, 0.017540513999847462, 22, 1, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13116526900012104, 0.40254265400017175, 0.3058600829999705, 0.014638020999882428, 22, 2, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13116526900012104, 0.788072674000432, 0.6179820139996082, 0.023060485000314657, 22, 3, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13116526900012104, 0.9039455510001062, 0.7639099520001764, 0.02841027600061352, 22, 4, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13116526900012104, 0.45569688599971414, 0.3678658910002923, 1.1125086390002252, 22, 5, 1, 4, 4
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011707861000104458, 0.011356044999956794, 0.01054627299981803, 0.01687510600004316, 16, 1, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011707861000104458, 0.01422436499979085, 0.012145702999987407, 0.01730899300036981, 16, 2, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011707861000104458, 0.020513708999715163, 0.01957148099972983, 0.01807578099942475, 16, 3, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011707861000104458, 0.017766952999409114, 0.01828080300037982, 0.016649494000375853, 16, 4, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011707861000104458, 0.020750087999658717, 0.02034388299944112, 0.020360166000500612, 16, 5, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.012376469000628276, 0.012509005000538309, 0.012085860000297544, 0.021967508999296115, 18, 1, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.012376469000628276, 0.023584047000440478, 0.022321170999930473, 0.019841423000798386, 18, 2, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.012376469000628276, 0.029473185999449925, 0.028976769999644603, 0.022178825000082725, 18, 3, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.012376469000628276, 0.029101189000357408, 0.027758155999435985, 0.022238486999413, 18, 4, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.012376469000628276, 0.02765754800020659, 0.026043664000098943, 0.01907704699988244, 18, 5, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.511642878999737, 271.41641131600045, 11.473195655999916, 0.008062922000135586, 15, 1, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.511642878999737, 79.422093915, 19.56063703899963, 0.007100564000211307, 15, 2, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.511642878999737, 269.47636942200006, 41.61044636900078, 0.0067976809996253, 15, 3, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.511642878999737, 272.2376595450005, 49.71614320700064, 0.008792119999270653, 15, 4, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.511642878999737, 283.20864874499966, 48.17933310300032, 0.012357219999103108, 15, 5, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.032347104001019034, 0.05173882900089666, 0.04336053000042739, 0.006224726999789709, 15, 1, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.032347104001019034, 0.06474520600022515, 0.054153336999661406, 0.005806856999697629, 15, 2, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.032347104001019034, 0.08520280099946831, 0.07830833300067752, 0.006483229000878055, 15, 3, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.032347104001019034, 0.10846311700152, 0.10216711399880296, 0.008002952999959234, 15, 4, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.032347104001019034, 0.10080078999999387, 0.09183710899924336, 0.009220599000400398, 15, 5, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0022928899998078123, 0.0024978729998110794, 0.0025450919983995846, 0.002565421000326751, 13, 1, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0022928899998078123, 0.0021438189996842993, 0.00213740199978929, 0.004526751001321827, 13, 2, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0022928899998078123, 0.004126977999476367, 0.004708495000159019, 0.004728301999421092, 13, 3, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0022928899998078123, 0.005201924999710172, 0.005948340000031749, 0.003514841999276541, 13, 5, 2, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0022928899998078123, 0.0038731559998268494, 0.003664391999336658, 0.0028582520008058054, 13, 6, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.014224270000340766, 0.013683627999853343, 0.012877334000222618, 0.019209078998756013, 20, 1, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.014224270000340766, 0.02076605200090853, 0.019770012000662973, 0.017742556001394405, 20, 2, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.014224270000340766, 0.025198536000971217, 0.024870450999515015, 0.020112166999751935, 20, 3, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.014224270000340766, 0.02863258700017468, 0.02794705700034683, 0.020561212000757223, 20, 4, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.014224270000340766, 0.032800201001009555, 0.031128807999266428, 0.054860791000464815, 20, 5, 1, 2, 2
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.010118932001205394, 0.07044404100088286, 0.053659561001040856, 0.03200843200102099, 25, 3, 3, 3, 3
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.010118932001205394, 0.08128794099866354, 0.07003409299977648, 0.04510381500040239, 25, 8, 5, 5, 5
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.010118932001205394, 0.0466543089987681, 0.048615040999720804, 0.025478232000750722, 25, 10, 2, 2, 2
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.010118932001205394, 0.05767871100033517, 0.049877268000273034, 0.03847408100045868, 25, 14, 4, 4, 4
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.030925458999263356, 0.49127947599845356, 0.44038138600080856, 0.49181944799966004, 47, 19, 19, 19, 19
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.030925458999263356, 0.32231524099915987, 0.2688389939994522, 0.503603850998843, 47, 21, 2, 14, 13
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.030925458999263356, 0.49326158999974723, 0.44569629000034183, 0.5362304600002972, 47, 34, 13, 18, 17
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.062068291001196485, 0.20401690700055042, 0.17144677299984323, 0.06131492799977423, 29, 1, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.062068291001196485, 0.20056475499950466, 0.17480717100079346, 0.07208242500018969, 29, 2, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.062068291001196485, 0.5788390870002331, 0.4892165860001114, 0.06666293899979792, 29, 4, 2, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.062068291001196485, 0.3579138589993818, 0.3513184729999921, 0.07051567099915701, 29, 5, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.062068291001196485, 0.371314217998588, 0.3783981619999395, 0.08174726600009308, 29, 6, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06920812400130671, 0.2158983810004429, 0.16745501500008686, 0.04245212199930393, 32, 1, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06920812400130671, 0.19442292600069777, 0.1626261479996174, 0.03565022600014345, 32, 2, 1, 1, 1
aag_out_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.05593109599976742, 0.1897871290002513, 0.15823213400108216, 0.0425506450010289, 32, 1, 1, 1, 1
aag_out_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.05593109599976742, 0.19485412900030497, 0.16170623699872522, 0.0358306399994035, 32, 2, 1, 1, 1
aag_test.pickle, 8021, 19417, 203, 346, 0, 0.21003867000035825, 1.6692158020014176, 0.7856168950002029, 0.023357225998552167, 25, 1, 1, 1, 1
aag_test.pickle, 8021, 19417, 203, 346, 0, 0.21003867000035825, 1.2863314240003092, 0.5252835060000507, 0.013642093999806093, 25, 2, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.1234008379997249, 0.40692491899972083, 0.2932974670002295, 0.016642960001263418, 22, 1, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.1234008379997249, 0.41478586999983236, 0.3467159680003533, 0.015928963999613188, 22, 2, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.1234008379997249, 0.8692162040006224, 0.7449287130002631, 0.02691554999910295, 22, 3, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.1234008379997249, 1.034903308000139, 0.9412936259996059, 0.036560894001013367, 22, 4, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.1234008379997249, 0.5265323580006225, 0.37180173699925945, 1.1919892830010212, 22, 5, 1, 4, 4
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011408616999688093, 0.009666879999713274, 0.009303272998295142, 0.01730817899988324, 16, 1, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011408616999688093, 0.013571962999776588, 0.01189958699978888, 0.019057854000493535, 16, 2, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011408616999688093, 0.02287657700071577, 0.01960638300079154, 0.018516627000281005, 16, 3, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011408616999688093, 0.020021924001412117, 0.019377325999812456, 0.016874221999387373, 16, 4, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.011408616999688093, 0.02084910499979742, 0.020659586998590385, 0.020453819999602274, 16, 5, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.015699892001066473, 0.01657916299882345, 0.011906960000487743, 0.02416461599932518, 18, 1, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.015699892001066473, 0.02546096300102363, 0.02576804400086985, 0.02468042800137482, 18, 2, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.015699892001066473, 0.03380802200081234, 0.030998058000477613, 0.022701883999616257, 18, 3, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.015699892001066473, 0.031045061999975587, 0.0301628699999128, 0.02654563699979917, 18, 4, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.015699892001066473, 0.034608718000527006, 0.03151444099967193, 0.02068562699969334, 18, 5, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.928833865000342, 263.2699601819986, 12.015704593000919, 0.007980788001077599, 15, 1, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.928833865000342, 84.20240251499854, 20.060349142999257, 0.00714121700002579, 15, 2, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.928833865000342, 266.9884295890006, 42.207897151, 0.006904403000589809, 15, 3, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.928833865000342, 273.7249157490005, 53.63086337999994, 0.008963357999164145, 15, 4, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.928833865000342, 286.18979205899996, 47.62607854000089, 0.011389414999939618, 15, 5, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.02869962400109216, 0.04713524699945992, 0.036331460998553666, 0.005762238999523106, 15, 1, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.02869962400109216, 0.055107113999838475, 0.05199002100016514, 0.0055882890010252595, 15, 2, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.02869962400109216, 0.08352231400021992, 0.0759420840004168, 0.005364560998714296, 15, 3, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.02869962400109216, 0.09913875699930941, 0.11875864299872774, 0.006704583000100683, 15, 4, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.02869962400109216, 0.09683401700021932, 0.0972728789984103, 0.009297042999605765, 15, 5, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0024461249995511025, 0.0025197909999405965, 0.0025616059992898954, 0.002685127999939141, 13, 1, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0024461249995511025, 0.002172142998460913, 0.0022430419994634576, 0.004714296999736689, 13, 2, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0024461249995511025, 0.004081415998371085, 0.00409826599934604, 0.00487795300068683, 13, 3, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0024461249995511025, 0.006827101000453695, 0.017629732999921544, 0.01645255800031009, 13, 5, 2, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.0024461249995511025, 0.006746696999471169, 0.004706149000412552, 0.00385839400041732, 13, 6, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.016237621999607654, 0.018187026000305195, 0.013741291000769706, 0.02086738499929197, 20, 1, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.016237621999607654, 0.026360163999925135, 0.023237473998960922, 0.0224271500010218, 20, 2, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.016237621999607654, 0.03017136699963885, 0.028144825000708806, 0.01875844400092319, 20, 3, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.016237621999607654, 0.029216685999926995, 0.02736927700061642, 0.019301766000353382, 20, 4, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.016237621999607654, 0.03220082500047283, 0.030716638000740204, 0.05357265500060748, 20, 5, 1, 2, 2
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.009660204999818234, 0.06788634500117041, 0.05523092699877452, 0.03527907199895708, 25, 3, 3, 3, 3
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.009660204999818234, 0.07987773399872822, 0.07064490800075873, 0.04535485099950165, 25, 8, 5, 5, 5
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.009660204999818234, 0.043816023999170284, 0.038337383999532904, 0.021450004000143963, 25, 10, 2, 2, 2
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.009660204999818234, 0.057093952998911845, 0.04989779300012742, 0.03739574800056289, 25, 14, 4, 4, 4
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.02805589899980987, 0.4903571129998454, 0.41051603999949293, 0.47808443200119655, 47, 19, 19, 19, 19
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.02805589899980987, 0.2975518490002287, 0.273736043000099, 0.4987535370000842, 47, 21, 2, 14, 13
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.02805589899980987, 0.4861082899988105, 0.44443236500046623, 0.5195736389978265, 47, 34, 13, 18, 17
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.0553320650014939, 0.20431041000119876, 0.16657226299867034, 0.05981954500020947, 29, 1, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.0553320650014939, 0.19451079499958723, 0.17530462200011243, 0.07571679400098219, 29, 2, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.0553320650014939, 0.5573809610013996, 0.43122646099982376, 0.06251410299955751, 29, 4, 2, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.0553320650014939, 0.3105387089999567, 0.27824252800019167, 0.06422902699887345, 29, 5, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.0553320650014939, 0.3201533550000022, 0.2872469200010528, 0.06666490099996736, 29, 6, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.05728612299935776, 0.18721439799992368, 0.15997942200010584, 0.04058494699893345, 32, 1, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.05728612299935776, 0.19212310200055072, 0.15264527599902067, 0.03404784800113703, 32, 2, 1, 1, 1
aag_out_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.05348141700051201, 0.1949862130004476, 0.15662412799974845, 0.04026460299974133, 32, 1, 1, 1, 1
aag_out_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.05348141700051201, 0.19204708299912454, 0.15831950800020422, 0.03498329900139652, 32, 2, 1, 1, 1
aag_test.pickle, 8021, 19417, 203, 346, 0, 0.21183606299928215, 1.3515663429989218, 0.575740460999441, 0.019716040998901008, 25, 1, 1, 1, 1
aag_test.pickle, 8021, 19417, 203, 346, 0, 0.21183606299928215, 1.1754904029985482, 0.48495493800146505, 0.013109686000461807, 25, 2, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13883626999995613, 0.41808020700045745, 0.2825269479999406, 0.01618990200040571, 22, 1, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13883626999995613, 0.3882929270002933, 0.2930632240004343, 0.013592127999800141, 22, 2, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13883626999995613, 0.77021817899913, 0.6363088210000569, 0.022646051000265288, 22, 3, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13883626999995613, 0.893038243000774, 0.7463615390006453, 0.02813734099981957, 22, 4, 1, 1, 1
input_159.pickle, 4153, 8833, 226, 357, 0, 0.13883626999995613, 0.442030522001005, 0.36138147999918147, 1.0894490190003125, 22, 5, 1, 4, 4
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.009819806999075809, 0.010946104999675299, 0.009688288000688772, 0.01744678999966709, 16, 1, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.009819806999075809, 0.013760461000856594, 0.012460357998861582, 0.017658890999882715, 16, 2, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.009819806999075809, 0.020778164000148536, 0.01989492800021253, 0.017996131999097997, 16, 3, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.009819806999075809, 0.01821628600009717, 0.017568713999935426, 0.017261237000639085, 16, 4, 1, 1, 1
original_aag_re.pickle, 268, 324, 205, 240, 0, 0.009819806999075809, 0.021336997999242158, 0.024464701000397326, 0.02195131799999217, 16, 5, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.011571302000447758, 0.01262176999989606, 0.01242463900052826, 0.02173522600060096, 18, 1, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.011571302000447758, 0.023360871000477346, 0.022650831000646576, 0.019350459000634146, 18, 2, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.011571302000447758, 0.028551364001032198, 0.0288695959989127, 0.02150603699919884, 18, 3, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.011571302000447758, 0.02850088900049741, 0.02795472799880372, 0.021676428001228487, 18, 4, 1, 1, 1
re_aag.pickle, 316, 469, 218, 297, 0, 0.011571302000447758, 0.026882005999141256, 0.025858811999569298, 0.019473428999845055, 18, 5, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.587882875001014, 251.51120238299882, 11.681532360998972, 0.00810341999931552, 15, 1, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.587882875001014, 83.87302100600027, 20.356624996999017, 0.007675937000385602, 15, 2, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.587882875001014, 311.8607354880005, 43.652303107999614, 0.008066280999628361, 15, 3, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.587882875001014, 300.83016369100005, 55.28308378699876, 0.009509093999440665, 15, 4, 1, 1, 1
synthetic_large.pickle, 284932, 947258, 110, 142, 0, 13.587882875001014, 313.6969072240008, 50.28641477899873, 0.011501773999043508, 15, 5, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.04479492899918114, 0.056004517999099335, 0.048616029000186245, 0.007232800000565476, 15, 1, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.04479492899918114, 0.06344179500047176, 0.05373838000014075, 0.005802669998956844, 15, 2, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.04479492899918114, 0.09634585300045728, 0.09682723099831492, 0.006123962000856409, 15, 3, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.04479492899918114, 0.10865721499976644, 0.1001169849987491, 0.007554207000794122, 15, 4, 1, 1, 1
synthetic_medium.pickle, 802, 1763, 110, 142, 0, 0.04479492899918114, 0.10322721699958493, 0.09634734799874423, 0.009875362999082427, 15, 5, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.003219119000277715, 0.002743265000390238, 0.0026266770000802353, 0.0028302720002102433, 13, 1, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.003219119000277715, 0.0022111739999672864, 0.002257145000839955, 0.00516927399985434, 13, 2, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.003219119000277715, 0.004210521999993944, 0.004185886999039212, 0.005684691999704228, 13, 3, 1, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.003219119000277715, 0.005081347000668757, 0.005096658000184107, 0.003757101001610863, 13, 5, 2, 1, 1
synthetic_small.pickle, 60, 75, 53, 59, 0, 0.003219119000277715, 0.0041159489992423914, 0.0035937879983976018, 0.002908589998696698, 13, 6, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.012033128999973997, 0.012043697000990505, 0.010868376999496832, 0.01743743900078698, 20, 1, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.012033128999973997, 0.02055102899976191, 0.02029445300104271, 0.019065964999754215, 20, 2, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.012033128999973997, 0.0283573439992324, 0.029985785000462784, 0.02350758600005065, 20, 3, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.012033128999973997, 0.041201225998520385, 0.04056934499931231, 0.02515725199918961, 20, 4, 1, 1, 1
toy_input.pickle, 305, 381, 188, 254, 0, 0.012033128999973997, 0.0389036100004887, 0.03204898299918568, 0.055151211001430056, 20, 5, 1, 2, 2
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.008639122999738902, 0.0690353360005247, 0.06824541300011333, 0.0486641450006573, 25, 3, 3, 3, 3
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.008639122999738902, 0.08880568399945332, 0.07098517499980517, 0.04702906899910886, 25, 8, 5, 5, 5
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.008639122999738902, 0.045590489000460366, 0.03985795499829692, 0.021233024999673944, 25, 10, 2, 2, 2
1_pulp_and_paper_input.pickle, 371, 298, 77, 85, 0, 0.008639122999738902, 0.059053947999927914, 0.05183754199970281, 0.03904733799936366, 25, 14, 4, 4, 4
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.030154526000842452, 0.535818124000798, 0.4495166369997605, 0.5076721539990103, 47, 19, 19, 19, 19
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.030154526000842452, 0.35100003000115976, 0.33641962699948635, 0.5550820230018871, 47, 21, 2, 14, 13
2_vehicle_assembly_input.pickle, 1019, 2267, 95, 167, 0, 0.030154526000842452, 0.5179611839994323, 0.47267545200156746, 0.5764750640009879, 47, 34, 13, 18, 17
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.05196330600119836, 0.21295222299886518, 0.1927147469996271, 0.06324396099989826, 29, 1, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.05196330600119836, 0.22500649399989925, 0.17663971100046183, 0.06743806700069399, 29, 2, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.05196330600119836, 0.5306393490009214, 0.4734425740007282, 0.06859718899977452, 29, 4, 2, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.05196330600119836, 0.3312973880001664, 0.29097427499982587, 0.0676219939996372, 29, 5, 1, 1, 1
aag_1_Aug2019.pickle, 1576, 3851, 401, 806, 0, 0.05196330600119836, 0.3703976859997056, 0.3188297810011136, 0.0675447579997126, 29, 6, 1, 1, 1
aag_29Jul2019.pickle, 1765, 4202, 430, 909, 0, 0.06546049899952777, 0.19857104799848457, 0.16487804099961068, 0.04336253400106216, 32, 1, 1, 1, 1
